(Sub-)species,Code,PC1,PC2,PC3,PC4,pca1.g1,pca2.g2,pca3.g2,pca4.g2
L.t. timidus,5,0.705,1.052,-0.174,-0.472,-1.28,-1.627,-0.401,-0.103
L.t. timidus,5,3.86,-0.13,1.364,0.281,-4.435,-0.445,-1.939,-0.856
L.t. timidus,5,3.272,-0.233,0.134,-1.011,-3.848,-0.342,-0.709,0.436
L.t. timidus,5,3.195,-0.638,0.3,-0.911,-3.77,0.063,-0.875,0.336
L.t. timidus,5,3.16,0.57,-2.969,2.887,-3.735,-1.145,2.394,-3.462
L.t. timidus,5,0.643,0.843,0.205,-0.272,-1.218,-1.418,-0.78,-0.303
L.t. timidus,5,3.77,0.416,-1.295,3.626,-4.345,-0.991,0.72,-4.201
L.t. timidus,5,2.976,0.172,0.65,-0.061,-3.551,-0.747,-1.225,-0.514
L.t. timidus,5,2.995,0.043,0.061,-0.235,-3.571,-0.618,-0.637,-0.341
L.t. timidus,5,2.995,0.043,0.061,-0.235,-3.571,-0.618,-0.637,-0.341
L.t. timidus,5,2.995,0.043,0.061,-0.235,-3.571,-0.618,-0.637,-0.341
L.t. timidus,5,3.561,-0.263,1.115,-0.036,-4.136,-0.312,-1.69,-0.539
L.t. timidus,5,3.574,0.389,-1.233,2.088,-4.149,-0.964,0.658,-2.663
L.t. timidus,5,3.168,0.294,1.108,0.657,-3.743,-0.869,-1.683,-1.232
L.t. timidus,5,3.168,0.294,1.108,0.657,-3.743,-0.869,-1.683,-1.232
L.t. timidus,5,0.872,1.733,-1.461,2.316,-1.447,-2.309,0.886,-2.892
L.t. timidus,5,1.995,0.515,0.722,0.008,-2.57,-1.091,-1.297,-0.584
L.t. timidus,5,1.995,0.515,0.722,0.008,-2.57,-1.091,-1.297,-0.584
L.t. timidus,5,3.591,-0.062,-1.511,0.404,-4.167,-0.514,0.936,-0.979
L.t. timidus,5,2.659,-0.025,0.84,-0.019,-3.234,-0.55,-1.415,-0.557
L.t. timidus,5,3.008,-0.622,-0.536,-1.27,-3.583,0.047,-0.039,0.695
L.t. timidus,5,3.311,-0.44,0.514,0.324,-3.887,-0.135,-1.089,-0.899
L.t. timidus,5,3.368,0.099,1.051,0.65,-3.943,-0.675,-1.626,-1.226
L.t. timidus,5,4.016,0.118,2.125,1.441,-4.591,-0.693,-2.7,-2.016
L.t. timidus,5,4.016,0.118,2.125,1.441,-4.591,-0.693,-2.7,-2.016
L.t. timidus,5,3.407,-0.042,0.671,-0.572,-3.982,-0.533,-1.246,-0.003
L.t. timidus,5,2.609,0.022,0.848,-0.024,-3.185,-0.598,-1.423,-0.552
L.t. timidus,5,2.609,0.022,0.848,-0.024,-3.185,-0.598,-1.423,-0.552
L.t. timidus,5,3.789,-0.079,-0.108,1.3,-4.364,-0.496,-0.467,-1.876
L.t. timidus,5,2.678,-0.229,-0.19,0.269,-3.253,-0.346,-0.385,-0.845
L.t. timidus,5,2.775,0.112,0.08,-0.191,-3.351,-0.688,-0.655,-0.384
L.t. timidus,5,2.543,-0.024,0.067,-0.244,-3.118,-0.551,-0.642,-0.331
L.t. timidus,5,3.464,0.135,-0.598,2.153,-4.04,-0.71,0.023,-2.728
L.t. timidus,5,1.871,0.869,0.812,-0.023,-2.447,-1.444,-1.387,-0.552
L.t. timidus,5,1.871,0.869,0.812,-0.023,-2.447,-1.444,-1.387,-0.552
L.t. timidus,5,3.087,-0.218,-1.275,0.491,-3.663,-0.358,0.7,-1.067
L.t. timidus,5,3.568,0.165,1.289,0.809,-4.143,-0.74,-1.864,-1.384
L.t. timidus,5,3.343,0.036,1.448,0.548,-3.919,-0.611,-2.023,-1.123
L.t. timidus,5,2.53,-0.155,0.222,-0.163,-3.105,-0.42,-0.797,-0.412
L.t. timidus,5,3.587,0.051,1.371,0.831,-4.162,-0.626,-1.946,-1.407
L.t. timidus,5,2.344,0.533,0.834,0.024,-2.919,-1.108,-1.409,-0.599
L.t. timidus,5,3.766,-0.64,0.218,-0.997,-4.341,0.065,-0.793,0.422
L.t. timidus,5,3.445,0.037,0.392,-0.245,-4.021,-0.612,-0.967,-0.331
L.t. timidus,5,3.032,0.157,0.607,-0.049,-3.607,-0.733,-1.183,-0.526
L.t. timidus,5,3.495,-0.487,0.297,-0.251,-4.071,-0.088,-0.872,-0.324
L.t. timidus,5,3.825,0.304,-0.782,2.274,-4.4,-0.879,0.206,-2.849
L.t. timidus,5,3.134,-0.447,-0.042,-0.43,-3.709,-0.128,-0.534,-0.145
L.t. timidus,5,3.809,0.227,-0.95,2.377,-4.384,-0.803,0.375,-2.952
L.t. timidus,5,3.847,-0.048,0.379,0.275,-4.423,-0.527,-0.954,-0.85
L.t. timidus,5,3.283,-0.489,0.543,-0.048,-3.858,-0.087,-1.118,-0.527
L.t. timidus,5,2.967,0.348,-1.056,2.071,-3.543,-0.923,0.481,-2.646
L.t. timidus,5,3.54,0.171,-1.49,3.082,-4.115,-0.746,0.915,-3.657
L.t. timidus,5,1.073,0.455,-0.896,-0.78,-1.648,-1.03,0.32,0.205
L.t. timidus,5,1.073,0.455,-0.896,-0.78,-1.648,-1.03,0.32,0.205
L.t. timidus,5,3.192,0.145,0.07,-0.305,-3.767,-0.72,-0.645,-0.27
L.t. timidus,5,3.192,0.145,0.07,-0.305,-3.767,-0.72,-0.645,-0.27
L.t. timidus,5,1.08,1.082,-0.445,-0.445,-1.656,-1.657,-0.13,-0.13
L.t. timidus,5,2.868,0.09,0.888,-0.134,-3.443,-0.666,-1.464,-0.442
L.t. timidus,5,2.705,-0.258,1.389,0.203,-3.281,-0.318,-1.964,-0.778
L.t. timidus,5,3.728,-0.035,1.024,0.218,-4.303,-0.541,-1.599,-0.793
L.t. timidus,5,3.339,-0.06,1.194,0.429,-3.914,-0.516,-1.769,-1.004
L.t. timidus,5,3.339,-0.06,1.194,0.429,-3.914,-0.516,-1.769,-1.004
L.t. timidus,5,3.464,0.165,1.282,0.578,-4.039,-0.741,-1.857,-1.153
L.t. timidus,5,3.703,0.162,1.61,0.928,-4.279,-0.737,-2.185,-1.503
L.t. timidus,5,3.078,-0.115,0.639,-0.058,-3.653,-0.46,-1.215,-0.517
L.t. timidus,5,3.078,-0.115,0.639,-0.058,-3.653,-0.46,-1.215,-0.517
L.t. timidus,5,2.283,-0.163,-0.538,-0.352,-2.859,-0.412,-0.038,-0.223
L.t. timidus,5,2.283,-0.163,-0.538,-0.352,-2.859,-0.412,-0.038,-0.223
L.t. timidus,5,3.332,-0.342,-0.084,-0.474,-3.908,-0.234,-0.492,-0.101
L.t. timidus,5,2.964,0.32,-0.784,2.25,-3.539,-0.895,0.209,-2.825
L.t. timidus,5,3.4,-0.35,0.696,0.28,-3.975,-0.225,-1.271,-0.855
L.t. timidus,5,3.724,-0.04,1.736,0.838,-4.3,-0.535,-2.311,-1.413
L.t. timidus,5,2.574,-0.075,0.14,-0.163,-3.15,-0.5,-0.715,-0.412
L.t. timidus,5,2.574,-0.075,0.14,-0.163,-3.15,-0.5,-0.715,-0.412
L.t. timidus,5,3.468,0.311,-1.374,2.612,-4.043,-0.886,0.798,-3.187
L.t. timidus,5,3.525,0.251,-0.174,1.864,-4.1,-0.826,-0.402,-2.439
L.t. timidus,5,3.676,-0.113,-0.415,0.079,-4.251,-0.463,-0.161,-0.654
L.t. timidus,5,3.256,-0.062,0.379,-0.73,-3.831,-0.513,-0.954,0.155
L.t. timidus,5,3.759,0.344,-1.106,3.435,-4.334,-0.919,0.531,-4.01
L.t. timidus,5,2.893,-0.524,-0.481,-1.252,-3.469,-0.051,-0.095,0.677
L.t. timidus,5,3.382,-0.436,-0.248,-1.036,-3.957,-0.139,-0.327,0.461
L.t. timidus,5,3.392,-0.569,0.61,-0.142,-3.967,-0.006,-1.185,-0.434
L.t. timidus,5,2.299,0.575,0.075,0.798,-2.874,-1.151,-0.65,-1.373
L.t. timidus,5,2.369,0.469,-0.233,0.525,-2.944,-1.044,-0.342,-1.1
L.t. timidus,5,3.264,0.505,-1.298,3.828,-3.84,-1.081,0.723,-4.403
L.t. timidus,5,3.264,0.505,-1.298,3.828,-3.84,-1.081,0.723,-4.403
L.t. timidus,5,1.753,0.692,0.385,-0.067,-2.328,-1.267,-0.96,-0.508
L.t. timidus,5,3.597,-0.056,-0.839,0.582,-4.173,-0.519,0.264,-1.157
L.t. timidus,5,4.233,0.118,-0.036,2.815,-4.808,-0.693,-0.539,-3.39
L.t. timidus,5,3.392,-0.44,0.467,0.47,-3.967,-0.136,-1.043,-1.045
L.t. timidus,5,2.627,-0.495,0.257,-0.48,-3.202,-0.081,-0.833,-0.095
L.t. timidus,5,3.307,-0.176,-0.154,-1.238,-3.883,-0.4,-0.421,0.663
L.t. timidus,5,2.589,-0.423,-0.451,-1.122,-3.164,-0.153,-0.125,0.547
L.t. timidus,5,1.819,1.216,-1.555,1.093,-2.394,-1.792,0.979,-1.669
L.t. timidus,5,2.212,-0.654,-1.625,-1.283,-2.787,0.078,1.049,0.708
L.t. timidus,5,2.939,0.191,0.026,0.348,-3.514,-0.766,-0.601,-0.923
L.t. timidus,5,2.878,-0.263,-0.343,-0.032,-3.454,-0.312,-0.232,-0.543
L.t. timidus,5,3.48,0.097,1.213,0.605,-4.055,-0.672,-1.788,-1.18
L.t. timidus,5,3.599,0.393,-2.473,2.83,-4.174,-0.968,1.898,-3.406
L.t. timidus,5,3.683,0.487,-1.035,2.699,-4.258,-1.063,0.46,-3.274
L.t. timidus,5,0.374,2.9,-1.911,0.389,-0.949,-3.475,1.335,-0.965
L.t. timidus,5,3.099,-0.465,0.332,-0.41,-3.675,-0.111,-0.907,-0.165
L.t. timidus,5,3.569,0.497,-0.94,2.332,-4.144,-1.072,0.364,-2.908
L.t. timidus,5,3.29,0.108,0.688,-0.167,-3.865,-0.683,-1.263,-0.409
L.t. timidus,5,2.955,-0.11,-0.713,-1.045,-3.53,-0.466,0.137,0.47
L.t. timidus,5,3.497,0.369,-1.384,2.614,-4.072,-0.945,0.808,-3.19
L.t. timidus,5,2.449,0.084,-1.033,-0.485,-3.024,-0.659,0.458,-0.09
L.t. timidus,5,3.386,-0.493,0.243,-0.474,-3.961,-0.082,-0.819,-0.101
L.t. timidus,5,2.88,-0.731,-0.976,-1.506,-3.456,0.156,0.401,0.931
L.t. timidus,5,3.382,0.463,-0.676,1.767,-3.958,-1.038,0.101,-2.342
L.t. timidus,5,3.179,-0.337,0.347,-0.114,-3.754,-0.238,-0.922,-0.461
L.t. timidus,5,3.414,0.124,1.078,0.059,-3.989,-0.699,-1.653,-0.634
L.t. timidus,5,0.777,1.358,-0.628,-0.292,-1.352,-1.933,0.053,-0.284
L.t. timidus,5,0.842,2.151,-1.616,0.165,-1.418,-2.726,1.04,-0.74
L.t. timidus,5,3.357,-0.208,0.403,-0.777,-3.933,-0.368,-0.978,0.201
L.t. timidus,5,1.109,3.482,-2.931,-0.204,-1.684,-4.057,2.355,-0.372
L.t. timidus,5,3.37,-0.209,-0.229,-1.038,-3.945,-0.366,-0.346,0.463
L.t. timidus,5,3.296,-0.337,0.165,-1.026,-3.871,-0.238,-0.74,0.451
L.t. timidus,5,3.476,0.027,1.627,1.194,-4.051,-0.602,-2.202,-1.77
L.t. timidus,5,3.763,0.156,1.352,0.786,-4.339,-0.731,-1.927,-1.361
L.t. timidus,5,3.649,0.153,1.354,0.819,-4.224,-0.728,-1.929,-1.395
L.t. timidus,5,2.898,-0.023,0.063,0.343,-3.473,-0.553,-0.638,-0.919
L.t. timidus,5,4.065,0.371,-0.855,2.685,-4.64,-0.946,0.28,-3.26
L.t. timidus,5,0.947,1.703,1.236,-0.026,-1.523,-2.278,-1.811,-0.55
L.t. timidus,5,3.556,-0.044,1.063,0.599,-4.132,-0.531,-1.639,-1.175
L.t. timidus,5,3.556,-0.044,1.063,0.599,-4.132,-0.531,-1.639,-1.175
L.t. timidus,5,3.37,-0.159,0.616,-0.469,-3.946,-0.416,-1.192,-0.106
L.t. timidus,5,3.581,0.257,0.683,1.986,-4.156,-0.832,-1.258,-2.561
L.t. timidus,5,3.32,-0.457,-1.275,0.754,-3.896,-0.118,0.699,-1.33
L.t. timidus,5,3.294,0.172,0.263,0.616,-3.869,-0.747,-0.838,-1.191
L.t. timidus,5,0.803,1.416,-0.418,-0.429,-1.379,-1.991,-0.157,-0.147
L.t. timidus,5,0.803,1.416,-0.418,-0.429,-1.379,-1.991,-0.157,-0.147
L.t. timidus,5,3.382,-0.184,0.687,0.196,-3.957,-0.392,-1.262,-0.771
L.t. timidus,5,2.975,-0.187,-0.215,-0.982,-3.551,-0.389,-0.36,0.407
L.t. timidus,5,3.344,-0.486,-0.224,-1.009,-3.92,-0.089,-0.351,0.434
L.t. timidus,5,3.723,-0.08,0.931,0.082,-4.299,-0.495,-1.507,-0.657
L.t. timidus,5,3.974,-0.31,0.766,0.132,-4.55,-0.265,-1.341,-0.707
L.t. timidus,5,3.654,0.368,-1.489,1.945,-4.229,-0.944,0.913,-2.521
L.t. timidus,5,3.221,0.23,1.284,0.594,-3.796,-0.806,-1.86,-1.169
L.t. timidus,5,3.213,-0.33,-0.531,-1.329,-3.788,-0.245,-0.044,0.754
L.t. timidus,5,3.597,-0.09,0.497,-0.559,-4.173,-0.485,-1.072,-0.016
L.t. timidus,5,2.855,0.01,0.691,-0.026,-3.43,-0.585,-1.266,-0.549
L.t. timidus,5,4.04,0.273,-0.757,2.06,-4.615,-0.848,0.181,-2.635
L.t. timidus,5,3.424,0.042,0.775,-0.624,-3.999,-0.617,-1.35,0.049
L.t. timidus,5,3.521,-0.458,0.521,-0.286,-4.096,-0.117,-1.097,-0.289
L.t. timidus,5,3.148,0.232,0.686,-0.125,-3.723,-0.808,-1.262,-0.45
L.t. timidus,5,3.759,-0.288,0.672,-0.008,-4.334,-0.288,-1.247,-0.567
L.t. timidus,5,3.621,0.136,0.574,1.488,-4.196,-0.711,-1.15,-2.064
L.t. timidus,5,3.539,-0.224,-0.363,0.114,-4.114,-0.351,-0.212,-0.69
L.t. timidus,5,3.358,-0.273,0.155,-0.802,-3.933,-0.302,-0.731,0.227
L.t. timidus,5,3.545,-0.069,0.58,0.217,-4.12,-0.507,-1.155,-0.792
L.t. timidus,5,2.239,-0.546,-0.727,-0.659,-2.814,-0.029,0.152,0.084
L.t. timidus,5,3.597,0.069,0.919,-0.019,-4.172,-0.645,-1.495,-0.557
L.t. timidus,5,3.906,-0.134,2.082,-0.303,-4.482,-0.441,-2.658,-0.272
L.t. timidus,5,3.13,0.719,-2.976,2.888,-3.706,-1.294,2.401,-3.463
L.t. timidus,5,3.195,-0.223,0.257,-1.032,-3.77,-0.352,-0.832,0.457
L.t. timidus,5,3.81,0.083,-0.272,1.316,-4.386,-0.658,-0.304,-1.891
L.t. timidus,5,3.752,0.284,-0.051,1.993,-4.327,-0.859,-0.524,-2.568
L.t. timidus,5,3.887,-0.309,0.619,-0.022,-4.462,-0.267,-1.194,-0.553
L.t. timidus,5,3.306,-0.054,-1.085,-0.476,-3.881,-0.522,0.51,-0.099
L.t. timidus,5,3.678,0.007,1.148,0.246,-4.253,-0.582,-1.724,-0.821
L.t. timidus,5,2.593,0.064,-1.012,-0.541,-3.168,-0.64,0.436,-0.034
L.t. timidus,5,2.593,0.064,-1.012,-0.541,-3.168,-0.64,0.436,-0.034
L.t. timidus,5,3.379,0.089,0.638,-0.496,-3.954,-0.664,-1.214,-0.08
L.t. timidus,5,-0.912,2.462,-0.439,-0.488,0.337,-3.037,-0.136,-0.088
L.t. timidus,5,-0.912,2.462,-0.439,-0.488,0.337,-3.037,-0.136,-0.088
L.t. timidus,5,3.715,0.225,-0.749,1.488,-4.29,-0.8,0.174,-2.064
L.t. timidus,5,3.895,0.134,-0.157,1.531,-4.47,-0.709,-0.419,-2.107
L.t. timidus,5,3.119,-0.267,-0.77,-1.066,-3.695,-0.308,0.195,0.49
L.t. timidus,5,2.59,0.153,-1.092,-0.505,-3.165,-0.728,0.516,-0.07
L.t. timidus,5,3.882,0.133,0.144,1.837,-4.458,-0.709,-0.72,-2.412
L.t. timidus,5,3.228,0.078,0.576,-0.087,-3.803,-0.654,-1.151,-0.488
L.t. timidus,5,2.599,0.06,-1.039,-0.532,-3.174,-0.636,0.463,-0.043
L.t. timidus,5,3.546,-0.336,-0.002,-0.655,-4.122,-0.239,-0.573,0.079
L.t. timidus,5,1.2,1.21,1.175,0.095,-1.776,-1.786,-1.75,-0.67
L.t. timidus,5,1.2,1.21,1.175,0.095,-1.776,-1.786,-1.75,-0.67
L.t. timidus,5,3.537,-0.105,0.397,-1.099,-4.113,-0.47,-0.972,0.524
L.t. timidus,5,0.404,1.704,-0.107,-1.068,-0.98,-2.279,-0.468,0.492
L.t. timidus,5,3.66,0.286,0.661,1.155,-4.236,-0.861,-1.237,-1.73
L.t. timidus,5,4.001,-0.085,0.555,0.731,-4.577,-0.49,-1.131,-1.306
L.t. timidus,5,-0.134,4.333,-1.746,-0.759,-0.442,-4.908,1.17,0.184
L.t. timidus,5,3.389,-0.138,0.029,-0.546,-3.964,-0.437,-0.604,-0.029
L.t. timidus,5,3.701,0.268,-0.014,1.995,-4.276,-0.843,-0.561,-2.57
L.t. timidus,5,3.495,-0.059,0.484,-0.913,-4.07,-0.517,-1.06,0.338
L.t. timidus,5,3.854,-0.15,1.006,-0.114,-4.429,-0.426,-1.582,-0.461
L.t. timidus,5,3.53,0.078,0.388,0.713,-4.105,-0.653,-0.963,-1.289
L.t. timidus,5,3.723,-0.037,0.907,-0.054,-4.298,-0.539,-1.483,-0.522
L.t. timidus,5,3.71,-0.214,0.399,-0.781,-4.286,-0.361,-0.974,0.206
L.t. timidus,5,3.63,-0.371,0.014,-0.681,-4.205,-0.204,-0.59,0.106
L.t. timidus,5,3.688,-0.206,0.251,-0.243,-4.263,-0.369,-0.826,-0.332
L.t. timidus,5,3.883,0.256,-1.059,1.774,-4.458,-0.832,0.483,-2.35
L.t. timidus,5,3.282,-0.624,-0.494,-0.789,-3.857,0.049,-0.082,0.214
L.t. timidus,5,3.145,0.108,0.436,-0.155,-3.72,-0.684,-1.011,-0.42
L.t. timidus,5,3.494,-0.199,-0.208,-1.276,-4.069,-0.377,-0.367,0.701
L.t. timidus,5,3.488,-0.185,0.195,-0.297,-4.063,-0.39,-0.77,-0.278
L.t. timidus,5,3.141,-0.493,-0.467,-1.338,-3.717,-0.083,-0.109,0.762
L.t. timidus,5,-0.562,2.489,-0.703,0.08,-0.013,-3.064,0.128,-0.655
L.t. timidus,5,3.822,0.119,1.391,0.951,-4.398,-0.694,-1.966,-1.526
L.t. timidus,5,3.504,-0.288,-0.243,-1.264,-4.08,-0.287,-0.333,0.688
L.t. timidus,5,3.77,-0.264,0.385,-0.074,-4.346,-0.311,-0.961,-0.501
L.t. timidus,5,3.883,-0.12,1.468,0.629,-4.459,-0.455,-2.043,-1.205
L.t. timidus,5,4.117,0.529,-1.084,2.921,-4.692,-1.105,0.508,-3.496
L.t. timidus,5,3.598,0.061,0.867,-0.046,-4.174,-0.637,-1.443,-0.529
L.t. timidus,5,3.649,0.218,-0.221,1.885,-4.224,-0.793,-0.355,-2.461
L.t. timidus,5,3.295,-0.329,-0.617,-1.32,-3.87,-0.247,0.042,0.745
L.t. timidus,5,3.877,0.073,1.779,0.869,-4.452,-0.648,-2.354,-1.444
L.t. timidus,5,0.333,0.962,-0.7,-0.717,-0.908,-1.537,0.125,0.142
L.t. timidus,5,0.333,0.962,-0.7,-0.717,-0.908,-1.537,0.125,0.142
L.t. timidus,5,0.333,0.962,-0.7,-0.717,-0.908,-1.537,0.125,0.142
L.t. timidus,5,3.457,-0.302,-0.295,-0.975,-4.032,-0.274,-0.281,0.4
L.t. timidus,5,3.423,0.151,0.983,0.243,-3.998,-0.726,-1.558,-0.818
L.t. timidus,5,3.705,0.03,0.778,-0.588,-4.28,-0.605,-1.353,0.013
L.t. timidus,5,3.824,-0.24,-1.406,-0.004,-4.4,-0.335,0.831,-0.572
L.t. timidus,5,3.716,0.24,-0.009,1.052,-4.292,-0.816,-0.567,-1.628
L.t. timidus,5,3.716,0.24,-0.009,1.052,-4.292,-0.816,-0.567,-1.628
L.t. timidus,5,3.716,0.24,-0.009,1.052,-4.292,-0.816,-0.567,-1.628
L.t. timidus,5,3.694,0.084,1.027,0.573,-4.269,-0.66,-1.602,-1.149
L.t. timidus,5,3.874,0.349,1.096,0.767,-4.45,-0.924,-1.671,-1.342
L.t. timidus,5,3.291,0.094,-0.32,-1.482,-3.867,-0.669,-0.256,0.906
L.t. timidus,5,2.786,3.027,-1.797,-2.978,-3.361,-3.602,1.222,2.403
L.t. timidus,5,3.485,0.214,-2.006,1.199,-4.06,-0.789,1.431,-1.775
L.t. timidus,5,4.348,-0.171,0.69,0.291,-4.923,-0.405,-1.266,-0.867
L.t. timidus,5,3.472,0.491,-1.388,1.492,-4.047,-1.066,0.813,-2.068
L.t. timidus,5,3.854,-0.357,0.673,-0.39,-4.429,-0.219,-1.248,-0.185
L.t. timidus,5,3.642,-0.228,-0.721,-1.411,-4.218,-0.348,0.146,0.835
L.t. timidus,5,4.092,0.275,-1.064,1.454,-4.668,-0.85,0.488,-2.029
L.t. timidus,5,3.701,0.134,1.281,0.807,-4.276,-0.709,-1.857,-1.382
L.t. timidus,5,3.631,-0.264,-0.763,-1.396,-4.207,-0.311,0.188,0.821
L.t. timidus,5,3.933,0.109,0.851,-0.292,-4.508,-0.684,-1.426,-0.283
L.t. timidus,5,3.094,0.349,-0.728,-0.567,-3.669,-0.924,0.153,-0.009
L.t. timidus,5,3.56,-0.341,-0.686,-1.378,-4.136,-0.234,0.111,0.803
L.t. timidus,5,3.732,-0.033,-1.598,0.226,-4.307,-0.542,1.022,-0.802
L.t. timidus,5,1.029,2.594,-1.461,-0.03,-1.605,-3.169,0.886,-0.546
L.t. timidus,5,3.606,0.463,-1.363,2.003,-4.181,-1.039,0.788,-2.578
L.t. timidus,5,1.049,0.987,-0.974,0.188,-1.624,-1.562,0.399,-0.763
L.t. timidus,5,1.335,1.193,-3.602,3.6,-1.91,-1.768,3.026,-4.175
L.t. timidus,5,4.111,0.152,0.999,0.517,-4.686,-0.727,-1.574,-1.092
L.t. timidus,5,0.59,1.134,-0.663,-0.251,-1.166,-1.709,0.088,-0.325
L.t. timidus,5,0.59,1.134,-0.663,-0.251,-1.166,-1.709,0.088,-0.325
L.t. timidus,5,0.59,1.134,-0.663,-0.251,-1.166,-1.709,0.088,-0.325
L.t. timidus,5,4.31,0.285,-1.313,2.08,-4.886,-0.86,0.738,-2.656
L.t. timidus,5,3.515,0.089,-0.635,-1.442,-4.09,-0.664,0.06,0.867
L.t. timidus,5,3.593,0.704,-3.135,2.798,-4.168,-1.28,2.559,-3.373
L.t. timidus,5,3.704,-0.252,-0.735,-1.423,-4.279,-0.324,0.16,0.848
L.t. timidus,5,4.003,-0.132,-0.14,-0.782,-4.578,-0.443,-0.435,0.206
L.t. timidus,5,3.57,0.35,0.564,-0.329,-4.145,-0.925,-1.14,-0.246
L.t. timidus,5,3.619,-0.285,-0.695,-1.406,-4.194,-0.291,0.12,0.83
L.t. timidus,5,3.862,0.161,0.095,0.42,-4.438,-0.737,-0.67,-0.995
L.t. timidus,5,3.917,0.64,-2.259,2.975,-4.492,-1.216,1.684,-3.55
L.t. timidus,5,3.508,0.469,0.492,-0.196,-4.084,-1.044,-1.067,-0.379
L.t. timidus,5,4.126,-0.295,-0.012,-0.936,-4.701,-0.28,-0.563,0.361
L.t. timidus,5,4.001,0.093,0.838,0.63,-4.576,-0.668,-1.413,-1.206
L.t. timidus,5,3.715,0.661,-2.967,2.486,-4.29,-1.236,2.392,-3.061
L.t. timidus,5,3.425,-0.577,-1.147,-1.623,-4,0.002,0.572,1.047
L.t. timidus,5,0.57,1.293,-0.514,-1.057,-1.145,-1.868,-0.061,0.482
L.t. timidus,5,0.57,1.293,-0.514,-1.057,-1.145,-1.868,-0.061,0.482
L.t. timidus,5,0.57,1.293,-0.514,-1.057,-1.145,-1.868,-0.061,0.482
L.t. timidus,5,3.932,0.13,0.922,0.332,-4.507,-0.705,-1.498,-0.908
L.t. timidus,5,4.087,0.225,-1.675,1.562,-4.662,-0.8,1.1,-2.137
L.t. timidus,5,3.554,0.348,0.605,-0.248,-4.13,-0.923,-1.181,-0.327
L.t. timidus,5,3.821,0.201,0.803,0.46,-4.396,-0.777,-1.378,-1.036
L.t. timidus,5,3.91,0.118,0.782,-0.046,-4.485,-0.694,-1.357,-0.529
L.t. timidus,5,3.607,0.391,0.582,-0.242,-4.182,-0.966,-1.157,-0.333
L.t. timidus,5,4.035,0.2,-1.475,0.008,-4.61,-0.775,0.9,-0.583
L.t. timidus,5,4.271,0.356,-1.894,2.228,-4.846,-0.932,1.318,-2.803
L.t. timidus,5,4.034,0.104,0.519,-0.446,-4.609,-0.68,-1.094,-0.129
L.t. timidus,5,3.087,0.097,-1.665,1.161,-3.662,-0.672,1.089,-1.737
L.t. timidus,5,3.087,0.097,-1.665,1.161,-3.662,-0.672,1.089,-1.737
L.t. timidus,5,4.517,0.075,-0.544,1.574,-5.093,-0.651,-0.032,-2.15
L.t. timidus,5,3.79,0.491,-2.176,1.076,-4.366,-1.066,1.6,-1.651
L.t. timidus,5,4.151,-0.16,-0.024,-0.242,-4.726,-0.415,-0.551,-0.333
L.t. timidus,5,4.032,-0.132,0.02,-1.02,-4.607,-0.443,-0.595,0.444
L.t. timidus,5,4.337,0.478,0.756,1.516,-4.912,-1.053,-1.332,-2.092
L.t. timidus,5,4.242,0.126,1.027,0.283,-4.817,-0.701,-1.603,-0.858
L.t. timidus,5,4.044,0.163,-1.206,0.974,-4.619,-0.738,0.63,-1.55
L.t. timidus,5,3.647,1.488,-3.373,1.817,-4.222,-2.063,2.797,-2.393
L.t. timidus,5,4.299,0.342,-0.593,0.739,-4.874,-0.917,0.018,-1.314
L.t. timidus,5,4.028,0.395,-2.416,1.409,-4.603,-0.971,1.84,-1.984
L.t. timidus,5,4.197,0.429,-2.682,1.844,-4.773,-1.005,2.107,-2.419
L.t. timidus,5,4.106,0.34,1.147,0.415,-4.681,-0.915,-1.723,-0.99
L.t. timidus,5,4.167,0.421,1.365,-0.189,-4.743,-0.997,-1.94,-0.386
L.t. timidus,5,4.049,0.529,-1.232,2.048,-4.624,-1.104,0.657,-2.623
L.t. timidus,5,3.78,0.217,0.456,-0.239,-4.355,-0.793,-1.032,-0.336
L.t. timidus,5,3.878,0.769,-3.247,2.742,-4.454,-1.344,2.672,-3.318
L.t. timidus,5,3.258,0.355,-1.279,-0.672,-3.833,-0.93,0.704,0.096
L.t. timidus,5,3.247,0.331,-1.292,-0.663,-3.823,-0.906,0.717,0.088
L.t. timidus,5,3.247,0.331,-1.292,-0.663,-3.823,-0.906,0.717,0.088
L.t. timidus,5,4.328,0.405,-1.593,1.346,-4.903,-0.981,1.018,-1.921
L.t. timidus,5,4.108,0.141,0.834,0.5,-4.683,-0.716,-1.41,-1.076
L.t. timidus,5,0.453,2.145,-0.067,-0.58,-1.029,-2.72,-0.509,0.005
L.t. timidus,5,0.453,2.145,-0.067,-0.58,-1.029,-2.72,-0.509,0.005
L.t. timidus,5,4.331,-0.255,0.088,-0.427,-4.906,-0.32,-0.663,-0.149
L.t. timidus,5,4.066,0.787,-2.877,2.832,-4.641,-1.363,2.301,-3.408
L.t. timidus,5,0.773,1.745,-0.136,-0.751,-1.348,-2.32,-0.439,0.175
L.t. timidus,5,3.118,0.824,-1.453,-0.567,-3.693,-1.399,0.878,-0.008
L.t. timidus,5,4.234,0.253,0.922,0.123,-4.809,-0.828,-1.497,-0.698
L.t. timidus,5,4.182,0.252,-1.23,0.777,-4.758,-0.827,0.654,-1.353
